First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary
Henry,Gonzales,Bishop PLC,3426 Davis Spur Apt. 154,Andrewmouth,Connecticut,90459,Open include compare until certain country offer role.,Milk,04-11-2024,44,Only Once,Water quality scientist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-02, 2024-07-31 - 2024-11-04",Water quality scientist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 44 units of Milk on 2024-11-02.
Gordon,Mays,Richardson-Murphy,06617 Jacob Locks,Jameschester,Mississippi,90141,Red improve during their student now hour stay.,Cheese,05-03-2025,28,Rare,"Runner, broadcasting/film/video with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-18, 2024-08-07 - 2025-03-05","Runner, broadcasting/film/video with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 28 units of Cheese on 2024-12-18."
Daniel,Smith,"Solomon, Hodges and Wood",894 Cruz View Suite 300,East Janettown,Wisconsin,12339,Stay begin within organization chair bank include much country seem resource him.,Spinach,30-06-2024,99,Rare,Passenger transport manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-17, 2024-01-20 - 2024-06-30",Passenger transport manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 99 units of Spinach on 2024-05-17.
Wendy,Stephens,Miles-Gardner,5809 Barnes Parkways,Lake Johnny,Idaho,79406,Traditional already security full hundred Mrs political agreement those.,Lettuce,19-10-2024,86,Rare,Retail manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-21, 2024-06-13 - 2024-10-19",Retail manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 86 units of Lettuce on 2024-07-21.
Michael,Thomas,Smith and Sons,04268 Johnson Creek,Johnport,Iowa,70160,Able suddenly message direction politics itself a gun main indeed officer.,Tomatoes,03-06-2025,85,Only Once,"Nurse, adult with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-03-13, 2025-01-27 - 2025-06-03","Nurse, adult with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 85 units of Tomatoes on 2025-03-13."
Paula,Martinez,"Johnson, Mitchell and Patton",9532 Davis Valleys,New Lauraberg,Oklahoma,42983,Me moment thus drive want explain establish risk economic today election resource democratic.,Lettuce,04-09-2024,10,Frequent,Local government officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-29, 2024-04-20 - 2024-09-04",Local government officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 10 units of Lettuce on 2024-07-29.
David,Martinez,"White, Tyler and Mckay",751 Ray Drive Suite 620,Munozville,Pennsylvania,94773,Various onto impact clearly house attorney audience suggest traditional conference lay safe.,Cheese,06-04-2025,42,Frequent,Training and development officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-29, 2024-08-31 - 2025-04-06",Training and development officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 42 units of Cheese on 2025-01-29.
David,Moore,Perry-King,90750 Sharon Rapid,Burtonchester,Massachusetts,90871,Never develop next material five meeting manage among others good note four down.,Tomatoes,09-08-2024,72,Only Once,Chief Technology Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-16, 2024-05-15 - 2024-08-09",Chief Technology Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 72 units of Tomatoes on 2024-06-16.
Maurice,Ellison,"Johnson, Kennedy and Roy",37865 Melendez Forge,Brianport,North Dakota,1787,Leg since agreement painting guess speak college fire.,Carrots,28-11-2024,40,Only Once,Contracting civil engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-28, 2024-08-20 - 2024-11-28",Contracting civil engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 40 units of Carrots on 2024-09-28.
Jessica,Gentry,Smith-Scott,4238 Anthony Plains Apt. 946,New Christophermouth,Texas,99040,Report similar race machine statement four soon.,Yogurt,12-03-2025,77,Only Once,Plant breeder/geneticist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-23, 2024-11-05 - 2025-03-12",Plant breeder/geneticist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 77 units of Yogurt on 2025-02-23.
Jon,Powell,Ramirez-Fernandez,5252 Taylor Rapids Suite 659,North Teresahaven,Vermont,58213,Policy city return investment sometimes local experience guess but close choice.,Yogurt,21-07-2024,49,Instable,"Accountant, chartered certified with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-16, 2024-05-10 - 2024-07-21","Accountant, chartered certified with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 49 units of Yogurt on 2024-07-16."
Matthew,Parks,Rice LLC,32631 Eric Underpass Apt. 882,South Johnland,Idaho,24554,Speech high each teacher response natural think appear feel person behavior.,Lettuce,13-05-2024,17,Rare,"Research officer, government with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-05-04, 2023-12-07 - 2024-05-13","Research officer, government with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 17 units of Lettuce on 2024-05-04."
Sydney,Vincent,"Robinson, Norman and Sanchez",25058 Torres Locks Apt. 373,Brandonfurt,Alaska,57965,Policy summer mind great present reality ball study fast finally story pattern what.,Spinach,11-07-2024,85,Rare,"Programmer, systems with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-08, 2024-02-03 - 2024-07-11","Programmer, systems with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 85 units of Spinach on 2024-07-08."
Danielle,Caldwell,Armstrong-Henry,54290 Montgomery Locks,New David,Iowa,93654,They lose news eight business crime thought be final yes simple building see.,Cucumbers,13-04-2025,73,Instable,Recycling officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-10, 2024-11-18 - 2025-04-13",Recycling officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 73 units of Cucumbers on 2025-03-10.
Madison,Singh,Lee LLC,772 Stevens Brook,Aliciaport,Vermont,7038,Example physical drive our build party song recent.,Yogurt,12-08-2024,54,Instable,Fisheries officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-16, 2023-12-22 - 2024-08-12",Fisheries officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 54 units of Yogurt on 2024-06-16.
James,Mendoza,Jackson-Allison,795 Hernandez Walk Suite 933,West Ariana,Vermont,61530,Candidate hold type represent consider wrong condition way.,Milk,09-03-2025,17,Only Once,Social worker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-14, 2024-08-29 - 2025-03-09",Social worker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 17 units of Milk on 2025-02-14.
Larry,Lee,"Taylor, Hughes and Johnson",61337 Gonzales Mission Suite 286,Port Jennifer,Delaware,59030,Rule name it war center each seat next.,Lettuce,30-05-2025,15,Only Once,Research scientist (maths) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-18, 2024-12-27 - 2025-05-30",Research scientist (maths) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 15 units of Lettuce on 2025-03-18.
William,Miller,Chase Group,38195 Lopez Highway,South Abigail,Nebraska,10407,Build Mr add condition little who score power behind provide.,Milk,01-09-2024,20,Rare,Fast food restaurant manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-17, 2024-03-16 - 2024-09-01",Fast food restaurant manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 20 units of Milk on 2024-08-17.
Larry,Young,Warren PLC,222 Riggs Estates,West Jasonberg,California,54500,Current which civil brother natural any you.,Lettuce,19-05-2024,77,Rare,Patent attorney with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-04-27, 2023-11-01 - 2024-05-19",Patent attorney with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 77 units of Lettuce on 2024-04-27.
Eric,Benton,Davis-Vega,924 Paige Parkway Suite 494,Boyleshire,North Dakota,66984,Break product threat production single region build evening keep.,Tomatoes,13-08-2024,4,Frequent,Research scientist (physical sciences) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-09, 2023-12-13 - 2024-08-13",Research scientist (physical sciences) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 4 units of Tomatoes on 2024-06-09.
Christopher,Ramirez,"Johnson, Nguyen and Glenn",71060 Derek Vista,Jenniferstad,Nevada,26434,Owner sell parent reason area poor training thank budget pull machine.,Tomatoes,18-06-2024,35,Rare,Armed forces operational officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-07, 2023-12-11 - 2024-06-18",Armed forces operational officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 35 units of Tomatoes on 2024-05-07.
Priscilla,George,Hill-Bell,6984 Julie Cliff Apt. 600,Lake Justinland,Minnesota,31096,Society another also impact nature live finally table artist chance knowledge weight agent.,Cheese,26-08-2024,93,Frequent,Horticultural consultant with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-29, 2024-02-29 - 2024-08-26",Horticultural consultant with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 93 units of Cheese on 2024-05-29.
Katherine,Lopez,"Travis, Deleon and Harris",150 Marshall Falls,New Amandamouth,Michigan,12587,Business food meeting effect major business big role herself clear opportunity full state.,Apples,19-05-2025,17,Instable,"Surveyor, building with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-02-18, 2024-11-26 - 2025-05-19","Surveyor, building with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 17 units of Apples on 2025-02-18."
